DAY,TEMPERATURE_MAX,TEMPERATURE_MIN,TEMPERATURE_AVG,PRECIPITATION
01/03/1994,10.6,7.3,9,0
02/03/1994,15,6.9,10.9,0
03/03/1994,14.9,5.7,10.3,0.2
04/03/1994,17,4.5,10.8,0
05/03/1994,14.2,2.3,8.2,0
06/03/1994,13.3,2,7.6,0
07/03/1994,14.9,2.2,8.5,0
08/03/1994,15.4,3.9,9.7,0
09/03/1994,17.7,6.3,12,0
10/03/1994,17.6,5.7,11.7,0
11/03/1994,18.1,6.4,12.2,0
12/03/1994,17.5,6.9,12.2,0
13/03/1994,18.7,6.3,12.5,0
14/03/1994,18.4,6.9,12.6,0
15/03/1994,17.7,6.4,12.1,0
16/03/1994,18.1,7.9,13,0
17/03/1994,18,6.8,12.4,0
18/03/1994,15.1,6.9,11,0
19/03/1994,17.7,4.1,10.9,0
20/03/1994,19.4,8.6,14,0
21/03/1994,18.5,7.9,13.2,0
22/03/1994,18.1,7.9,13,0
23/03/1994,18.3,8.4,13.4,0
24/03/1994,18.6,9.2,13.9,0
25/03/1994,18.7,6.4,12.6,0
26/03/1994,18.8,7.3,13,11
27/03/1994,14.7,6.8,10.8,0
28/03/1994,14.9,4.3,9.6,0
29/03/1994,15.9,4.4,10.2,0
30/03/1994,17.6,5.2,11.4,0
31/03/1994,18.8,6.6,12.7,0
01/04/1994,18.4,9.5,13.9,2
02/04/1994,14.2,9.7,11.9,2
03/04/1994,11.3,3.8,7.5,9
04/04/1994,14.3,5.5,9.9,0
05/04/1994,11.6,7.6,9.6,8
06/04/1994,12.6,3.6,8.1,1
07/04/1994,14.7,1.9,8.3,10
08/04/1994,12.5,7.2,9.8,33.2
09/04/1994,15.7,3.9,9.8,0
10/04/1994,11.4,4.6,8,11.6
11/04/1994,10.2,3.7,6.9,3
12/04/1994,13.1,5.9,9.5,1
13/04/1994,18.8,7.9,13.3,0
14/04/1994,18.1,8,13,0
15/04/1994,15.3,10.3,12.8,10
16/04/1994,14.3,11.3,12.8,0.6
17/04/1994,16,9.1,12.6,3
18/04/1994,15.7,10.4,13.1,2.6
19/04/1994,13.2,8.7,10.9,0
20/04/1994,15.9,9.2,12.6,0
21/04/1994,17,9.5,13.3,0
22/04/1994,19.2,7.9,13.5,0
23/04/1994,19.7,9.4,14.6,0
24/04/1994,21.6,7.8,14.7,0
25/04/1994,18.2,10.4,14.3,2
26/04/1994,19.6,8.2,13.9,0
27/04/1994,22.3,11,16.6,0
28/04/1994,22.7,12.2,17.5,0
29/04/1994,22.7,12.1,17.4,0
30/04/1994,23.7,10.5,17.1,0
01/05/1994,24.1,11.8,17.9,5
02/05/1994,19.9,14,16.9,0
03/05/1994,18.5,11.5,15,0
04/05/1994,20.9,7.9,14.4,0
05/05/1994,19.4,13.4,16.4,2
06/05/1994,20.7,11,15.8,0
07/05/1994,20.8,9.1,15,0
08/05/1994,20.9,9.5,15.2,0
09/05/1994,19.4,11.7,15.6,0
10/05/1994,21.5,7.8,14.7,0
11/05/1994,18.3,11.7,15,0
12/05/1994,20.4,10.4,15.4,0.4
13/05/1994,22.2,13.5,17.9,0.2
14/05/1994,21.5,13.1,17.3,0
15/05/1994,22.8,13.2,18,0.2
16/05/1994,22.3,12.8,17.5,0
17/05/1994,22.7,13.9,18.3,0
18/05/1994,21.3,16.7,19,5
19/05/1994,23.5,13.9,18.7,0
20/05/1994,22.1,13.7,17.9,0.4
21/05/1994,23.4,12.7,18,0
22/05/1994,24.8,13.8,19.3,0
23/05/1994,23.1,15.6,19.4,0
24/05/1994,23.6,17.2,20.4,0
25/05/1994,25.9,18.1,22,0
26/05/1994,24.4,14.8,19.6,0
27/05/1994,26.5,16.8,21.7,0
28/05/1994,25.2,13.4,19.3,0
29/05/1994,24.9,15.1,20,1.7
30/05/1994,26.5,16.1,21.3,4
31/05/1994,23.8,16.2,20,0
01/06/1994,25.6,14.8,20.2,0
02/06/1994,27,17.2,22.1,0
03/06/1994,29,18.2,23.6,0
04/06/1994,27.9,18.3,23.1,0
05/06/1994,25.1,17.3,21.2,0
06/06/1994,24.3,13.8,19,0
07/06/1994,24.9,11.8,18.3,0
08/06/1994,25.1,14.8,20,0
09/06/1994,26.2,15.6,20.9,7
10/06/1994,17.6,14,15.8,0.1
11/06/1994,16.6,14.1,15.3,71
12/06/1994,20.1,13.5,16.8,9
13/06/1994,17.1,13.5,15.3,8
14/06/1994,25.4,15.4,20.4,0
15/06/1994,25.6,16.3,20.9,0
16/06/1994,25.3,16,20.7,0
17/06/1994,26.7,16.9,21.8,0
18/06/1994,27.1,16.9,22,0
19/06/1994,27.5,17.7,22.6,0
20/06/1994,26.4,18.2,22.3,0.5
21/06/1994,24.9,17.1,21,0
22/06/1994,29,16.9,22.9,0
23/06/1994,30.5,18.2,24.3,0
24/06/1994,30.7,19.2,24.9,0
25/06/1994,29.8,19.8,24.8,0
26/06/1994,30.8,19.9,25.4,0
27/06/1994,29,22.7,25.9,0.2
28/06/1994,28.4,19,23.7,0.6
29/06/1994,30,19.2,24.6,0
30/06/1994,32.5,21.1,26.8,0
01/07/1994,30.2,21.2,25.7,0
02/07/1994,31.2,22,26.6,0
03/07/1994,32.4,21.4,26.9,0
04/07/1994,32.9,23.2,28,0
05/07/1994,33.3,20.9,27.1,0
06/07/1994,30.6,20.2,25.4,0
07/07/1994,31.2,21.8,26.5,0
08/07/1994,28.3,21.4,24.8,13.6
09/07/1994,28,17.2,22.6,0
10/07/1994,29.3,17.9,23.6,0
11/07/1994,28.9,19.7,24.3,0
12/07/1994,30,18.4,24.2,0
13/07/1994,29.6,20.2,24.9,0
14/07/1994,30.9,18.7,24.8,0
15/07/1994,29.7,20.6,25.1,0
16/07/1994,31.4,19.3,25.4,0
17/07/1994,30.5,20.5,25.5,0
18/07/1994,32.9,21.6,27.2,0
19/07/1994,32.5,23.1,27.8,0
20/07/1994,25.9,19.8,22.9,8.6
21/07/1994,27.9,19.3,23.6,37
22/07/1994,30.6,19.3,24.9,0
23/07/1994,31.3,19.3,25.3,0
24/07/1994,31.7,20.4,26,0
25/07/1994,31.6,20.1,25.8,0
26/07/1994,32.8,20.4,26.6,0
27/07/1994,31.8,20,25.9,0
28/07/1994,30.8,19.5,25.2,0
29/07/1994,31.9,20.5,26.2,0
30/07/1994,31.8,19.6,25.7,0
31/07/1994,31.7,19.6,25.6,0
01/08/1994,30.8,20.1,25.4,0
02/08/1994,32.3,20,26.1,0
03/08/1994,34,22,28,0
04/08/1994,34.5,21.6,28,0
05/08/1994,34,22,28,0
06/08/1994,33.6,22.7,28.1,0
07/08/1994,33.3,22.5,27.9,0
08/08/1994,32.4,22.8,27.6,0
09/08/1994,33.1,21.6,27.4,0
10/08/1994,36.3,22.3,29.3,0
11/08/1994,34.4,23.9,29.2,0
12/08/1994,32.4,20.6,26.5,0
13/08/1994,30.5,19.2,24.8,0
14/08/1994,29.5,20.8,25.2,0
15/08/1994,30.1,19.4,24.7,0
16/08/1994,30.2,20.1,25.1,0
17/08/1994,29.6,19.5,24.6,3
18/08/1994,29.7,20,24.8,0
19/08/1994,29.2,16.7,23,0
20/08/1994,31.4,18.2,24.8,0
21/08/1994,31.5,19.8,25.7,0
22/08/1994,30.8,21.7,26.3,0
23/08/1994,32.6,21.7,27.1,0
24/08/1994,30.7,21.4,26,1
25/08/1994,25.6,20.2,22.9,14
26/08/1994,28.5,17.4,23,0
27/08/1994,29.8,17.1,23.5,0
28/08/1994,30.2,18.3,24.2,0
29/08/1994,30,19.1,24.5,0
30/08/1994,30.3,21.6,26,0
31/08/1994,29.5,21.3,25.4,0
01/09/1994,27.6,18.7,23.2,3
02/09/1994,21.9,19.2,20.5,28
03/09/1994,26.5,16.6,21.5,8
04/09/1994,27.2,17.4,22.3,0
05/09/1994,27.5,17,22.2,0
06/09/1994,27.9,18.3,23.1,0
07/09/1994,29,17.5,23.3,0
08/09/1994,29.6,19.2,24.4,10
09/09/1994,27.5,18.5,23,0
10/09/1994,26.7,14.2,20.4,0
11/09/1994,28.2,16.7,22.5,0
12/09/1994,28.1,17.5,22.8,0
13/09/1994,26,19.1,22.5,0
14/09/1994,28.6,17.7,23.1,2
15/09/1994,25,16.8,20.9,0
16/09/1994,23.3,13.9,18.6,0
17/09/1994,20.9,13.2,17,0
18/09/1994,15.9,12.6,14.2,3.6
19/09/1994,18.3,11.4,14.8,2
20/09/1994,22.3,9.6,16,0
21/09/1994,19,12.7,15.9,7
22/09/1994,23.1,15.3,19.2,0
23/09/1994,23.4,16.1,19.8,0
24/09/1994,24.5,17.3,20.9,0
25/09/1994,24,18.1,21.1,0
26/09/1994,23,20,21.5,3.2
27/09/1994,25.6,16.4,21,0.2
28/09/1994,24.3,15.6,20,0
29/09/1994,24.5,15.4,19.9,0
30/09/1994,24.7,16.3,20.5,0
01/10/1994,25.1,18.4,21.8,0
02/10/1994,25,18.5,21.8,1.4
03/10/1994,24.7,17,20.8,0
04/10/1994,23.5,15.3,19.4,0.1
05/10/1994,17.7,12.6,15.1,0
06/10/1994,17.6,10.2,13.9,0
07/10/1994,14.3,7.1,10.7,0
08/10/1994,13.3,6.2,9.7,0.1
09/10/1994,15.3,5.8,10.5,0
10/10/1994,17.4,8.4,12.9,0
11/10/1994,18.7,10.4,14.6,0
12/10/1994,21.5,7.8,14.6,0
13/10/1994,22.3,9.1,15.7,0
14/10/1994,22.3,9.4,15.8,0
15/10/1994,20.9,10,15.4,0
16/10/1994,20.5,8.5,14.5,0
17/10/1994,21.2,8.9,15,0
18/10/1994,16.7,9.4,13,0
19/10/1994,16.1,9.3,12.7,0
20/10/1994,15,10.6,12.8,0
21/10/1994,16.9,10.9,13.9,0
22/10/1994,15.8,9.6,12.7,0
23/10/1994,14.5,10,12.3,0.2
24/10/1994,17.7,9.8,13.7,0
25/10/1994,19,8.8,13.9,0.2
26/10/1994,19.8,8.3,14.1,0
27/10/1994,15.1,8.5,11.8,0
28/10/1994,14.5,9.2,11.8,9
29/10/1994,15.5,9.9,12.7,0
30/10/1994,16.7,7.7,12.2,0
31/10/1994,16.6,7.1,11.9,0
01/11/1994,19.1,9.6,14.3,0
02/11/1994,17.5,12.6,15,0
03/11/1994,17.7,13.8,15.7,0
04/11/1994,18.3,13.4,15.8,0
05/11/1994,18.9,12.3,15.6,0
06/11/1994,16.3,13.2,14.7,3
07/11/1994,14.4,11,12.7,0
08/11/1994,16.2,10.5,13.3,0.4
09/11/1994,16.4,10.3,13.3,0
10/11/1994,15.7,12,13.8,5
11/11/1994,15.4,10,12.7,5
12/11/1994,17.3,7.9,12.6,0
13/11/1994,15,6,10.5,0
14/11/1994,12.3,5,8.6,0
15/11/1994,12,6.8,9.4,0
16/11/1994,12,8.1,10.1,0
17/11/1994,14.1,10,12.1,0
18/11/1994,13.1,6.3,9.7,0
19/11/1994,12.2,6.2,9.2,0
20/11/1994,11.9,6.1,9,0
21/11/1994,8.7,6.2,7.4,0
22/11/1994,12.2,5.5,8.8,0
23/11/1994,11.9,7.3,9.6,0
24/11/1994,10,8.1,9,0
25/11/1994,9.9,7,8.5,0
26/11/1994,11.1,7.4,9.2,0
27/11/1994,10.5,7.8,9.1,0
28/11/1994,12.3,6.8,9.6,0
29/11/1994,10,3.8,6.9,0
30/11/1994,8,2.9,5.4,0
01/12/1994,9.5,3.9,6.7,0
02/12/1994,10.2,2.6,6.4,0
03/12/1994,8.2,0.6,4.4,0
04/12/1994,9.4,0.6,5,0
05/12/1994,8.7,2.6,5.6,3
06/12/1994,11.2,6.6,8.9,0
07/12/1994,9.7,6,7.9,0
08/12/1994,9,7.1,8,0.2
09/12/1994,9.9,7.8,8.8,2
10/12/1994,11.4,7.6,9.5,2
11/12/1994,11.5,5.3,8.4,0
12/12/1994,6,1.6,3.8,0
13/12/1994,5.6,1.7,3.6,0
14/12/1994,9.3,4,6.7,3
15/12/1994,10.3,5.2,7.7,0
16/12/1994,9.3,0.5,4.9,0
17/12/1994,8.1,-1,3.5,0
18/12/1994,7.2,-1.8,2.7,0
19/12/1994,5.5,-0.7,2.4,1
20/12/1994,6.4,3.5,4.9,1.8
21/12/1994,7.1,4.5,5.8,13
22/12/1994,6.1,3.9,5,6
23/12/1994,7.9,4.1,6,2
24/12/1994,6.9,4.5,5.7,8
25/12/1994,6.6,3,4.8,0.4
26/12/1994,9.2,1.8,5.5,0
27/12/1994,7.8,-1,3.4,0
28/12/1994,7.4,-2.1,2.6,0
29/12/1994,8.3,0.3,4.3,0
30/12/1994,9.8,4.2,7,0
31/12/1994,11.9,7.6,9.7,0
01/01/1995,11.9,6.7,9.3,1
02/01/1995,8,4,6,0.8
03/01/1995,7.7,-0.8,3.5,0
04/01/1995,4.8,1.8,3.3,0.1
05/01/1995,4.6,0.2,2.4,0.6
06/01/1995,4,-0.5,1.8,0
07/01/1995,5,-2.1,1.5,0
08/01/1995,5,-0.8,2.1,0
09/01/1995,5.6,-1.8,1.9,0
10/01/1995,5.4,-3.4,1,0
11/01/1995,9.5,-1.9,3.8,0
12/01/1995,10.1,0.5,5.3,0
13/01/1995,8.5,-1.7,3.4,0
14/01/1995,5.6,0.5,3.1,0
15/01/1995,6.5,-1.8,2.3,0
16/01/1995,9.1,-1.8,3.7,0
17/01/1995,7.7,-3.6,2,0
18/01/1995,8,-4.9,1.6,0
19/01/1995,10.2,3,6.6,0
20/01/1995,8.3,2.6,5.5,0
21/01/1995,7.8,1.1,4.5,5
22/01/1995,5.7,1.4,3.6,0
23/01/1995,9.9,1.8,5.9,0
24/01/1995,13.8,6.3,10.1,0
25/01/1995,13.2,3.2,8.2,0
26/01/1995,13.5,0.2,6.9,2
27/01/1995,12,7.5,9.8,0
28/01/1995,9.6,0.1,4.9,0.2
29/01/1995,9.1,2,5.5,0
30/01/1995,11.7,2.5,7.1,2
31/01/1995,10.9,2.3,6.6,0.8
01/02/1995,10.3,2.4,6.3,0
02/02/1995,8.9,-2.6,3.2,0
03/02/1995,10.2,-1.3,4.5,0
04/02/1995,9.5,1,5.3,0
05/02/1995,9.7,-1.5,4.1,0
06/02/1995,10.7,-0.3,5.2,0
07/02/1995,7.7,-1.2,3.3,0
08/02/1995,10.8,0.2,5.5,0
09/02/1995,14.5,4,9.3,4.8
10/02/1995,9.7,1.8,5.7,0
11/02/1995,11.6,2.4,7,0.4
12/02/1995,9,6,7.5,0
13/02/1995,11,4.4,7.7,0.8
14/02/1995,10.5,7,8.7,1.4
15/02/1995,12.5,4.6,8.6,0
16/02/1995,12.1,3.2,7.7,0.2
17/02/1995,15,0.7,7.8,0
18/02/1995,14,7.3,10.6,5
19/02/1995,12.9,3.7,8.3,0
20/02/1995,13.2,1.5,7.4,0
21/02/1995,10.4,-0.1,5.2,0
22/02/1995,11.5,4.6,8.1,0
23/02/1995,12.7,6,9.4,0
24/02/1995,11.9,5.4,8.7,0
25/02/1995,11.2,5.2,8.2,0
26/02/1995,13.9,3.7,8.8,14
27/02/1995,9.4,5.9,7.7,0
28/02/1995,11.7,1.8,6.7,0
01/03/1995,10.9,0.3,5.6,6
02/03/1995,8,3.7,5.9,8.8
03/03/1995,12.3,4.6,8.5,2
04/03/1995,11.1,7.4,9.2,2
05/03/1995,11.9,2.8,7.4,0
06/03/1995,9,3.6,6.3,8
07/03/1995,10.5,4,7.3,10
08/03/1995,13.5,1.5,7.5,0.4
09/03/1995,8.2,4.9,6.6,0.4
10/03/1995,12.4,6,9.2,0
11/03/1995,12.9,1.2,7.1,0
12/03/1995,14,1.3,7.7,0
13/03/1995,13.8,2.1,7.9,0
14/03/1995,11.8,5.8,8.8,0
15/03/1995,8.7,2.5,5.6,1
16/03/1995,10.8,4.5,7.6,0
17/03/1995,11.9,3.9,7.9,0
18/03/1995,14.6,3.4,9,0
19/03/1995,17.4,8.2,12.8,0
20/03/1995,14.5,10.6,12.6,8
21/03/1995,13.3,0.1,6.7,0
22/03/1995,12.5,1.9,7.2,0
23/03/1995,12,0.7,6.4,0
24/03/1995,13.5,2.5,8,0
25/03/1995,15.7,3.2,9.4,0
26/03/1995,16,7.7,11.9,0
27/03/1995,19.1,9.7,14.4,16
28/03/1995,10.1,4,7.1,3
29/03/1995,11.7,2,6.8,8
30/03/1995,12.5,3.1,7.8,0
31/03/1995,11.2,3.8,7.5,0
01/04/1995,12.7,1.2,7,0
02/04/1995,14.6,2.4,8.5,0
03/04/1995,17.9,3.9,10.9,0
04/04/1995,18.4,6.9,12.7,0
05/04/1995,17.6,7.7,12.7,0
06/04/1995,16.2,7.5,11.9,0
07/04/1995,14.7,9.1,11.9,0
08/04/1995,16.1,7.8,12,0
09/04/1995,14,3.9,8.9,0
10/04/1995,14,1.9,8,0
11/04/1995,15.4,3.6,9.5,0
12/04/1995,14.7,5.8,10.3,0
13/04/1995,16.3,3.5,9.9,3
14/04/1995,12.2,6.9,9.6,3
15/04/1995,13.1,2.6,7.9,4
16/04/1995,11.8,4.1,7.9,11
17/04/1995,15.7,4.5,10.1,0
18/04/1995,19.3,7.5,13.4,0
19/04/1995,19,9.5,14.3,0
20/04/1995,17.7,11.3,14.5,0
21/04/1995,16,12.4,14.2,0
22/04/1995,17.6,10.2,13.9,0
23/04/1995,19.5,11.6,15.5,0
24/04/1995,15.3,10.3,12.8,3
25/04/1995,15.5,9.1,12.3,0
26/04/1995,15,8.1,11.6,0
27/04/1995,18.4,9.6,14,0
28/04/1995,18.2,10.2,14.2,0
29/04/1995,17.9,8.5,13.2,0.8
30/04/1995,17.4,10.3,13.8,9
01/05/1995,21.5,12.5,17,0
02/05/1995,20.2,13.9,17.1,1
03/05/1995,18.4,10.9,14.6,0
04/05/1995,19.4,6.8,13.1,0
05/05/1995,23.4,8.1,15.8,0
06/05/1995,23.2,10,16.6,0
07/05/1995,25.4,11.8,18.6,0
08/05/1995,26.1,14.2,20.2,0
09/05/1995,25.1,13.9,19.5,0
10/05/1995,21.1,14,17.6,0.2
11/05/1995,19.7,11.8,15.8,1.2
12/05/1995,20.5,15,17.8,2.6
13/05/1995,19.2,12.3,15.8,4
14/05/1995,18.3,11.2,14.8,9
15/05/1995,15.2,10.2,12.7,2
16/05/1995,18.7,9.7,14.2,3
17/05/1995,18.4,12.6,15.5,10
18/05/1995,20.7,11,15.9,11
19/05/1995,19.4,12.9,16.1,3
20/05/1995,15.5,11,13.3,0.4
21/05/1995,16.6,10.9,13.7,0
22/05/1995,20.7,10.7,15.7,0
23/05/1995,21.5,10.2,15.9,0
24/05/1995,21.8,11.3,16.6,0
25/05/1995,22.1,12.9,17.5,0
26/05/1995,22.7,13.8,18.2,0
27/05/1995,24.1,13.5,18.8,0
28/05/1995,27,15.5,21.3,0
29/05/1995,28,15.5,21.8,0
30/05/1995,25.8,17.3,21.6,14
31/05/1995,23.2,17.4,20.3,2.2
01/06/1995,20.6,12.1,16.4,0
02/06/1995,22.3,12.8,17.6,0.2
03/06/1995,22.9,14.7,18.8,3
04/06/1995,22.7,14.7,18.7,2
05/06/1995,24.7,13.9,19.3,4
06/06/1995,20.8,12.1,16.4,22
07/06/1995,24.3,12.9,18.6,0
08/06/1995,24.3,14.4,19.4,0
09/06/1995,24.7,15.3,20,0
10/06/1995,22.8,16.2,19.5,2
11/06/1995,23.2,16.9,20.1,1.8
12/06/1995,20.6,14.5,17.6,0.2
13/06/1995,22.3,12.6,17.5,0.4
14/06/1995,22.5,12,17.3,0
15/06/1995,22.9,11.5,17.2,0.4
16/06/1995,23.8,11.7,17.8,0
17/06/1995,23.9,13.7,18.8,0
18/06/1995,25.3,15.1,20.2,0
19/06/1995,26.6,15.7,21.2,0
20/06/1995,27.1,16,21.5,0
21/06/1995,28.8,17.2,23,0
22/06/1995,28.5,18.9,23.7,0
23/06/1995,19.2,16.5,17.9,117
24/06/1995,14.9,11.8,13.4,1.4
25/06/1995,22.9,12,17.5,0
26/06/1995,24.7,14.3,19.5,0
27/06/1995,26.6,13.8,20.2,0
28/06/1995,28.9,18,23.4,0
29/06/1995,27.1,17.4,22.3,0
30/06/1995,28.7,17,22.8,0
01/07/1995,30.8,16.8,23.8,0
02/07/1995,29.2,20.1,24.6,0
03/07/1995,30.6,22.1,26.4,0
04/07/1995,28.3,17.8,23.1,0
05/07/1995,27.7,17.8,22.8,9
06/07/1995,25.8,16.7,21.3,0
07/07/1995,26.3,18,22.2,0
08/07/1995,29.1,17.9,23.5,0
09/07/1995,29.4,18.6,24,0
10/07/1995,29.1,18.2,23.6,0
11/07/1995,29.2,18.4,23.8,0
12/07/1995,29.5,21.2,25.4,0
13/07/1995,30.3,19.9,25.1,0
14/07/1995,30.3,21.2,25.8,0
15/07/1995,28.9,19.6,24.3,0
16/07/1995,29.1,19.4,24.2,0
17/07/1995,30.4,21,25.7,0
18/07/1995,29.4,19.5,24.5,0
19/07/1995,29.8,19.6,24.7,0
20/07/1995,30.3,21.3,25.8,0
21/07/1995,31,19.2,25.1,0
22/07/1995,32.2,20.7,26.5,0
23/07/1995,32.7,22.6,27.7,0
24/07/1995,31,23.2,27.1,0
25/07/1995,30.4,21,25.7,0
26/07/1995,30.6,19.6,25.1,0
27/07/1995,31.6,22.1,26.9,0
28/07/1995,33,22.7,27.9,51
29/07/1995,29.1,21.1,25.1,0
30/07/1995,29.1,21,25.1,0
31/07/1995,30,18.6,24.3,0
01/08/1995,30.6,19.4,25,0
02/08/1995,30.7,19.1,24.9,0
03/08/1995,29.1,19.8,24.5,0
04/08/1995,28.7,18.9,23.8,0
05/08/1995,28.7,18.8,23.8,0
06/08/1995,30.4,19.6,25,0
07/08/1995,28.7,18.5,23.6,30
08/08/1995,27.7,19.1,23.4,8
09/08/1995,27.3,17.9,22.6,0.2
10/08/1995,28.4,17.1,22.8,0
11/08/1995,28.4,18.5,23.5,0
12/08/1995,29,19,24,0
13/08/1995,29.2,18.2,23.7,0
14/08/1995,28.8,16.6,22.7,0
15/08/1995,29.6,18.4,24,0
16/08/1995,28.4,19.8,24.1,5
17/08/1995,25.6,15.7,20.7,20
18/08/1995,21.5,17.6,19.5,6
19/08/1995,24.4,17.9,21.2,4
20/08/1995,25.6,15.6,20.6,0
21/08/1995,27.2,17,22.1,0
22/08/1995,27.1,17.7,22.4,0
23/08/1995,27.5,18.4,23,0
24/08/1995,27.5,18.1,22.8,26
25/08/1995,27.3,18.4,22.9,4
26/08/1995,27.8,18.5,23.2,0
27/08/1995,27.2,18.4,22.8,0
28/08/1995,22.4,18.4,20.4,7
29/08/1995,23.3,11.4,17.4,0
30/08/1995,22.7,12,17.4,4
31/08/1995,21.1,11.1,16.1,0
01/09/1995,21.7,9.8,15.7,0
02/09/1995,23.8,12.2,18,0
03/09/1995,24.7,13.8,19.2,0
04/09/1995,23.1,15.4,19.3,4
05/09/1995,21.6,12.7,17.1,5.8
06/09/1995,23.5,12,17.8,0.6
07/09/1995,25,13.4,19.2,0
08/09/1995,26.6,17.2,21.9,29
09/09/1995,24.7,14.4,19.6,0
10/09/1995,23.6,13.3,18.5,0
11/09/1995,23.9,14.4,19.2,0
12/09/1995,24.4,15.9,20.2,0
13/09/1995,22.8,16.8,19.8,25
14/09/1995,22.3,17.3,19.8,0
15/09/1995,26.1,14.3,20.2,0
16/09/1995,23.2,14.8,19,13
17/09/1995,22.7,13.7,18.2,0
18/09/1995,23.1,13.2,18.2,9
19/09/1995,21.9,16.7,19.3,6
20/09/1995,24.7,14.7,19.7,0.4
21/09/1995,22,14.2,18.1,0.5
22/09/1995,22.2,15.1,18.7,0.8
23/09/1995,21.3,13,17.2,0
24/09/1995,21,11.9,16.5,0
25/09/1995,20.7,12.2,16.5,2
26/09/1995,22.1,12.3,17.2,0
27/09/1995,21.6,10.4,16,0
28/09/1995,20.6,11.4,16,17
29/09/1995,17.6,11.2,14.4,0
30/09/1995,18.6,3.1,10.8,0
01/10/1995,19.1,7.3,13.2,0
02/10/1995,19.9,10.5,15.2,0
03/10/1995,21,13.6,17.3,0
04/10/1995,20.9,15.8,18.4,0
05/10/1995,22.8,15.4,19.1,2
06/10/1995,23,15.5,19.3,0
07/10/1995,21.5,13.8,17.7,0
08/10/1995,24.1,14,19.1,0
09/10/1995,24.1,14.2,19.2,0
10/10/1995,23.4,13.5,18.5,0
11/10/1995,23,12.4,17.7,0
12/10/1995,23,12.9,18,0
13/10/1995,21.7,11.6,16.6,0
14/10/1995,21.7,11.5,16.6,0
15/10/1995,21.4,10.5,16,0
16/10/1995,21.1,10.7,15.9,0
17/10/1995,22.3,10,16.2,0
18/10/1995,20,9.2,14.6,0
19/10/1995,22.3,8.3,15.3,0
20/10/1995,20.3,7.9,14.1,0
21/10/1995,20,7.6,13.8,0
22/10/1995,18,11.8,14.9,0
23/10/1995,17.4,7.9,12.6,0
24/10/1995,16.9,6.3,11.6,0
25/10/1995,15.7,4.1,9.9,0
26/10/1995,18.6,3,10.8,0
27/10/1995,17.4,5,11.2,0
28/10/1995,17.9,5.9,11.9,0
29/10/1995,17.7,6.7,12.2,5
30/10/1995,17.2,13,15.1,0.8
31/10/1995,17,11.4,14.2,0
01/11/1995,14.6,9.2,11.9,0
02/11/1995,14.6,10,12.3,13
03/11/1995,14.9,5.9,10.4,0
04/11/1995,13.3,3.2,8.3,0
05/11/1995,11.1,4.7,7.9,1
06/11/1995,11.9,0.9,6.4,0
07/11/1995,13.2,1.1,7.2,0
08/11/1995,14,2.8,8.4,0
09/11/1995,13.6,3.8,8.7,0
10/11/1995,13.3,3.4,8.4,0
11/11/1995,14.3,7,10.6,0.2
12/11/1995,13.5,8.1,10.8,0
13/11/1995,15.6,10.2,12.9,7
14/11/1995,17.2,12,14.6,0.4
15/11/1995,15.3,9.5,12.4,0
16/11/1995,15.5,10.1,12.8,0
17/11/1995,18.9,14,16.5,0.2
18/11/1995,12.4,11,11.7,6
19/11/1995,10.8,0.1,5.5,0
20/11/1995,11,-1.3,4.9,0
21/11/1995,8.5,2.2,5.4,0
22/11/1995,8.3,-1.3,3.5,0
23/11/1995,7.9,-2.3,2.8,0
24/11/1995,8.8,-2.4,3.2,0
25/11/1995,8.6,0.7,4.7,0
26/11/1995,10.1,6.3,8.2,0.1
27/11/1995,12.7,7,9.8,1.2
28/11/1995,12.7,8.8,10.7,0
29/11/1995,8,4.3,6.1,0
30/11/1995,9,5.1,7.1,0
01/12/1995,10.1,3.3,6.7,0
02/12/1995,10.2,4.1,7.2,0
03/12/1995,7.5,0.6,4.1,0.2
04/12/1995,7.5,2.4,4.9,4
05/12/1995,6,2.4,4.2,0.8
06/12/1995,5.8,1.5,3.6,0.8
07/12/1995,6.7,2.6,4.7,0
08/12/1995,7.4,2.8,5.1,0
09/12/1995,11.6,2.1,6.9,0
10/12/1995,10.9,3.9,7.4,0
11/12/1995,10.5,0.3,5.4,0
12/12/1995,6.5,0.2,3.4,13
13/12/1995,6.5,3,4.8,31
14/12/1995,5.5,0.3,2.9,2.4
15/12/1995,6.7,0.2,3.5,0.2
16/12/1995,9,4.3,6.7,0
17/12/1995,9.6,6.2,7.9,0
18/12/1995,11.6,8.2,9.9,0.2
19/12/1995,11.1,8.1,9.6,0.4
20/12/1995,10.4,3.6,7,0
21/12/1995,8.1,3.4,5.8,0
22/12/1995,10.5,4.8,7.7,0
23/12/1995,14.5,7.7,11.1,0
24/12/1995,13.5,6.2,9.9,0
25/12/1995,9.4,6,7.7,0.4
26/12/1995,14.2,6.5,10.3,1.8
27/12/1995,8.3,5.8,7.1,3
28/12/1995,5.3,1.1,3.2,0.2
29/12/1995,3.1,2.1,2.6,0
30/12/1995,2,-1.7,0.2,10
31/12/1995,5.6,-0.4,2.6,4
01/01/1996,8.7,3.7,6.2,0
02/01/1996,7.9,2.7,5.3,0
03/01/1996,7.9,1.7,4.8,0
04/01/1996,6.5,1.1,3.8,0
05/01/1996,4.1,-0.6,1.8,0
